# File: IEA_CCUS_Projects_Database_2025.csv
# Title: Operational + Under Construction CCUS Capacity
# Units: MtCO2 per year
# Source: IEA 2025 https://www.iea.org/data-and-statistics/data-product/ccus-projects-database#
# Column types: ciccciiiicncncccc
# ----------
Project name,ID,Country,Partners,Project type,Announcement,FID,Operation,Suspension/decommissioning/cancellation,Project Status,Project phase,Announced capacity (Mt CO2/yr),Estimated capacity by IEA (Mt CO2/yr),Sector,Fate of carbon,Part of CCUS hub,Region
Babcock & Wilcox s (LA),830,United States,"Babcock & Wilcox s, CGI Gases (CO2 offtaker, transport), General Hydrogen (H2 offtaker)",Capture,2023,,2026,,Planned,,,,Hydrogen or ammonia,Unknown/unspecified,,North America
Alberta Carbon Trunk Line (ACTL) - Edmonton Connector Phase 2 (AB),831,Canada,Wolf Midstream,T&S,2023,2023,2025,,Under construction,2,7,7,T&S,Dedicated storage,Alberta Carbon Trunk Line (ACTL),North America
Midland Basin project: Dusek CCS (TX),835,United States,"Milestone carbon (Milestone Envrionmental services), Texas Pacific Land Corporation ",Storage,2023,,2026,,Planned,,,,Storage,Dedicated storage,Midland Basin project (TX),North America
Carbon reduced Ammonia plant St Rose (LA),836,United States,St. Charles Clean Fuels (Copenhagen Infrastructure Partners and Sustainable Fuels Group),Full chain,2023,2025,2027,,Planned,,,,Hydrogen or ammonia,Unknown/unspecified,,North America
Stryde CO2 storage assessment Brazil,837,Brazil,"Stryde, bioethanol producers (XX)",Storage,2023,,,,Planned,,,,Storage,Dedicated storage,,Central and South America
Great Carbon Valley DAC,838,Kenya,"Climeworks, Great Carbon Valley",Full chain,2023,,2028,,Planned,,1,1,DAC,Dedicated storage,,Africa
Libra  (LA),839,United States,"Lapis Energy (50% permitting process pre-FID), ExxonMobil (formerly Denbury carbon solutions) (50%; operatorship managing construction)",Storage,2023,,2027,,Planned,,10-May,10,Storage,Unknown/unspecified,,North America
Mountaineer Gigasystem (WV) Phase 1,840,United States,"Fidelis new energy, State of West Virginia, MCDA, West Virginia University, West Virginia DNR,WVGES, Babcock & Wilcox, Topsoe, Battelle Carbon Services (Storage)",Capture,2023,,2028,,Planned,1,,1.7,Hydrogen or ammonia,Dedicated storage,"CO2NNECTION Central Appalachian Basin hub/Appalachian basin storage MoU (OH, PA, WV)",North America
Equinor Smeaheia storage phase 1 (start up phase),841,Norway,Equinor,T&S,2022,2026,2030,,Planned,1,10-May,5,T&S,Dedicated storage,Wilhelmshaven/Smeahia,Europe
UK Poseidon CCS project phase 1,845,United Kingdom,"Prenco UK (operator), Carbon Catalyst Ltd, Wintershall dea (10% of carbon catalyst license, Harbour Energy)",Storage,2023,2026,2029,,Planned,1,1.5,1.5,Storage,Dedicated storage,UKCS Poseidon CCS project,Europe
UK Poseidon CCS project phase 2,846,United Kingdom,"Prenco UK (operator), Carbon Catalyst Ltd, Wintershall dea (10% of carbon catalyst license, Harbour Energy)",Storage,2023,2026,2032,,Planned,2,8.5,8.5,Storage,Dedicated storage,UKCS Poseidon CCS project,Europe
UK Poseidon CCS project phase 3,847,United Kingdom,"Prenco UK (operator), Carbon Catalyst Ltd, Wintershall dea (10% of carbon catalyst license, Harbour Energy)",Storage,2023,2026,2035,,Planned,3,30,30,Storage,Dedicated storage,UKCS Poseidon CCS project,Europe
Enquest CCS Project ,849,United Kingdom,Enquest CCS Ltd,Storage,2023,,,,Planned,,10,10,Storage,Dedicated storage,,Europe
Orion CCS Project Phase 1,850,United Kingdom,"Prenco UK (licencee 80%), Carbon Catalyst Ltd (10%), Summit Energy Evolution Limited (Sumitomo) (10%)",Storage,2023,2029,2031,,Planned,1,1,1,Storage,Dedicated storage,,Europe
Orion CCS Project Phase 2,851,United Kingdom,"Prenco UK (licencee 80%), Carbon Catalyst Ltd (10%), Summit Energy Evolution Limited (Sumitomo) (10%)",Storage,2023,2029,,,Planned,2,5,5,Storage,Dedicated storage,,Europe
Project Tellus - CS020 (Area 1),853,United Kingdom,Eni (following acquisition of Neptune Energy) (100%),Storage,2023,2028,2030,,Planned,,10-Apr,10,Storage,Dedicated storage,Cygnus energy hub,Europe
Project Tellus - CS021 (Area 5),854,United Kingdom,"Eni (following acquisition of Neptune Energy) (50%), EEPUKL (50%)",Storage,2023,2029,2033,,Planned,,6-Apr,6,Storage,Dedicated storage,Cygnus energy hub,Europe
Project Tellus - CS022 (Area 7),855,United Kingdom,Eni (following acquisition of Neptune Energy) (100%),Storage,2023,2029,2033,,Planned,,6-Apr,6,Storage,Dedicated storage,Cygnus energy hub,Europe
Humberside CCS with Shell and Esso,856,United Kingdom,"Shell (50%), Esso (ExxonMobil) (50%)",Storage,2023,,,,Planned,,,,Storage,Dedicated storage,,Europe
Gas power CCUS MoU,857,Indonesia,"GE Vernova, CARBONCO, BP, PLN Nusantara (Jawa 1)",Capture,2023,,,,Planned,,,,Power and heat,Dedicated storage,,Other Asia Pacific
Nagoya port cluster (capture sources under evaluation),858,Japan-Indonesia,"BP, Chubu Electric",T&S,2023,,,,Planned,,,,T&S,Unknown/unspecified,Nagoya port cluster,Other Asia Pacific
Tangguh CCUS hub,860,Indonesia,BP,Storage,2023,,,,Planned,2,,,Storage,Dedicated storage,Tangguh CCUS hub,Other Asia Pacific
Corpus Christi carbon storage hub (TX),863,United States,"Repsol (operator), Carbonvert, MEPUSA (Mitsui E&P USA), POSCO",Storage,2023,,,,Planned,,20,20,Storage,Dedicated storage,Corpus Christi carbon storage hub (TX),North America
Corpus Christi CO2 pipeline (TX),863,United States,"Enbridge (transport), 1PointFive, Occidental (Storage)",T&S,2022,,2028,,Planned,,,,T&S,Unknown/unspecified,Corpus Christi CO2 pipeline,North America
Cameron Parish CO2 hub (LA),864,United States,"CarbonVert, Castex (joint venture)",Storage,2023,,2027,,Planned,,,,Storage,Dedicated storage,,North America
Orion (AL),865,United States,ExxonMobil (formerly Denbury carbon solutions),Storage,2022,,2026,,Cancelled,,20-Oct,20,Storage,Dedicated storage,,North America
Leo (MS),866,United States,ExxonMobil (formerly Denbury carbon solutions),Storage,2022,,2026,,Planned,,10-May,10,Storage,Dedicated storage,Denbury NEJD Pipeline (MS-LA)/Leo (MS),North America
Lorain CCS (OH) ,867,United States,Lorain Carbon Zero Solutions,Storage,2021,,,,Planned,,,,Storage,Dedicated storage,,North America
Linden (IN),868,United States,Vault,Storage,2023,,,,Planned,,,,Storage,Unknown/unspecified,,North America
ADM Maroa/Forsyth CO2 Storage Site Development (IL),869,United States,ADM,Storage,2023,,2028,,Planned,,3.3,3.3,Storage,Unknown/unspecified,Maroa (IL),North America
Heartland Greenway Storage (HGSS) NVC-1 (IL),870,United States,Heartland Greenway Carbon Storage LLC (Navigator Carbon Ventures),Storage,2022,,,,Planned,,,,Storage,Unknown/unspecified,,North America
Heartland Greenway Storage: Vervain (IL),871,United States,Heartland Greenway Carbon Storage LLC,Storage,2023,,,,Cancelled,,,,Storage,Unknown/unspecified,,North America
Heartland Greenway Storage: Compass (IL),872,United States,Heartland Greenway Carbon Storage LLC,Storage,2023,,,,Cancelled,,,,Storage,Unknown/unspecified,,North America
Minerva (LA),873,United States,Gulf Coast Sequestration ,Storage,2022,,,,Planned,,,,Storage,Unknown/unspecified,Gulf Coast Sequestration Hub(LA),North America
Goose Lake (LA),874,United States,Gulf Coast Sequestration ,Storage,2022,,,,Planned,,,,Storage,Unknown/unspecified,Gulf Coast Sequestration Hub(LA),North America
LA CCS (LA),875,United States,DT Midstream Holdings LLC,Storage,2022,,,,Planned,,1,1,Storage,Unknown/unspecified,,North America
El Camino (LA),876,United States,"Shell US Power and Gas LLC, Geo Stock Sandia LLC ",Storage,2022,,,,Planned,,1.5,1.5,Storage,Unknown/unspecified,,North America
Orchard (TX),877,United States,"Orchard Storage Company LLC, Elysian Ventures LLC, EnCap Flatrock Midstream, Buckeye Partners, Lonquist Sequestration",Storage,2022,,,,Planned,,1,1,Storage,Unknown/unspecified,,North America
River Parish Sequestration (LA),878,United States,"River Parish Sequestration LLC, Blue Sky Infrastructure ",T&S,2023,,2026,,Planned,,5.867,5.867,T&S,Dedicated storage,River Paris Sequestration (LA),North America
Diamond Vault (LA),879,United States,"Cleco Power LLC, Battelle, Sargebt abd Kybdy ",Storage,2023,,,,Planned,,3.5,3.5,Storage,Dedicated storage,,North America
Draco (LA),880,United States,ExxonMobil (formerly Denbury carbon solutions),Storage,2022,,2026,,Planned,,10-May,5,Storage,Unknown/unspecified,,North America
Aries (LA),881,United States,ExxonMobil (formerly Denbury carbon solutions),Storage,2022,,2026,,Planned,,20-Oct,10,Storage,Unknown/unspecified,,North America
Pegasus (LA),883,United States,ExxonMobil (formerly Denbury carbon solutions),Storage,2022,,2027,,Planned,,20-Oct,10,Storage,Unknown/unspecified,,North America
Dorado (TX),884,United States,ExxonMobil (former Denbury Carbon Solutions),Storage,2022,,2026,,Cancelled,,10-May,5,Storage,Dedicated storage,Dorado (TX),North America
Virgo (LA),885,United States,ExxonMobil (formerly Denbury carbon solutions),Storage,2022,,2026,,Planned,,10-May,5,Storage,Unknown/unspecified,,North America
Corvus (WY),886,United States,ExxonMobil (formerly Denbury carbon solutions),Storage,2022,,2026,,Planned,,5-Feb,5,Storage,Unknown/unspecified,Denbury Rock Mountains Hub (WY),North America
Cygnus (WY),887,United States,ExxonMobil (formerly Denbury carbon solutions),Storage,2022,,2027,,Planned,,5-Feb,5,Storage,Unknown/unspecified,Denbury Rock Mountains Hub (WY),North America
Harvest Bend CCS White Castle (LA),888,United States,"Harvest Bend CCS LLC (Talos Energy (Total Energies), Enlink Midsteram, Storegga) ",Storage,2022,,,,Planned,,5,5,Storage,Unknown/unspecified,Harvest Bend (LA),North America
Osage CCS 1 (OK),889,United States,CapturePoint LLC,Storage,2022,,,,Planned,,,,Storage,Unknown/unspecified,Osage CCS 1 (OK),North America
San Joaquin Renewables BCCS (CA),890,United States,Pelican Renewables LLC ,Storage,2021,2025,,,Planned,,0.44,0.44,Storage,Dedicated storage,,North America
Carbon TerraVault 2 (CA),892,United States,Carbon TerraVault Holdings LLC ,Storage,2022,2025,,,Planned,,,,Storage,Dedicated storage,Carbon TerraVault 2,North America
Carbon TerraVault 3 (CA),893,United States,"Carbon TerraVault Holdings LLC, Colorado School of Mines",Storage,2022,2025,,,Planned,,0.37,0.37,Storage,Dedicated storage,Carbon TerraVault 3,North America
Carbon TerraVault 4 (CA),894,United States,Carbon TerraVault Holdings LLC ,Storage,2023,2025,,,Planned,,0.04,0.04,Storage,Dedicated storage,Carbon TerraVault 4,North America
Carbon TerraVault 5 (CA),895,United States,Carbon TerraVault Holdings LLC ,Storage,2023,2025,,,Planned,,1,1,Storage,Dedicated storage,Carbon TerraVault 5,North America
CarbonFrontier (CA),896,United States,Aera Energy LLC ,Full chain,2023,,,,Planned,,1.6,1.6,Other fuel transformation,Dedicated storage,,North America
Russel CO2 storage complex (KS),897,United States,Purefield Carbon Capture LLC (Purefield ingredients),Full chain,2020,,,,Planned,,1,1,Other industry,Dedicated storage,,North America
Pelican Rindge Tract CCS Project (CA),900,United States,Pelican Renewables LLC ,Full chain,2023,,,,Planned,,2,2,Biofuels,Dedicated storage,,North America
Montezuma NorCal Carbon Hub (CA),901,United States,"Montezuma Carbon LLC, University of Berkeley, Lawrence Berkeley National Lab",T&S,2023,,,,Planned,,1,1,T&S,Dedicated storage,,North America
Carbon TerraVault1: Verde (CA),902,United States,"California Resource Corporation (Carbon TerraVault), Verde Clean Fuels ",Capture,2023,2025,,,Planned,,0.1,0.1,Biofuels,Dedicated storage,Carbon TerraVault 1,North America
Carbon TerraVault1: InEnTec (CA),903,United States,"California Resource Corporation (Carbon TerraVault), InEnTEc",Capture,2023,2025,2027,,Planned,,0.1,0.1,Chemicals,Dedicated storage,Carbon TerraVault 1,North America
Stanlow Terminals,904,United Kingdom,"Stanlow Terminals, Eni",Transport,2023,,,,Cancelled,,,,Transport,Dedicated storage,Stanlow Terminal ,Europe
Parc Adfer CCS ,905,United Kingdom,Enfinium,Capture,2023,,,,Planned,,0.235,0.235,Power and heat,Dedicated storage,,Europe
Sharjah Hub ,906,United Arab Emirates,"Sharjah National Oil Corporation (SNOC), Sumitomo Middle East ",T&S,2023,,,,Planned,,,,T&S,Dedicated storage,Sharjah Hub ,Middle East
The Bluestreak CO2 Joint Venture,907,United Kingdom,"Navigator Holdings (50%), Bumi Armada Berhad (50%) ",T&S,2023,,,,Planned,,30,30,T&S,Dedicated storage,The Bluestreak CO2 Joint Venture,Europe
Filer City Station plant (MI),909,United States,"CMS Enterprises Co, Babcock & Wilcox (feasbility study), NorthStar Clean Energy, Tondu Corp",Full chain,2023,,,,Planned,,,,Power and heat,Unknown/unspecified,,North America
HyNet Hydrogen Production Project (HPP) Plant 2 (Hynet phase 2),916,United Kingdom,"EET Hydrogen (former Vertex Hydrogen, joint venture Essar Oil 90% and progressive energy 10%), ENKA",Capture,2023,,2028,,Planned,2,1.9,1.9,Hydrogen or ammonia,Dedicated storage,Liverpool Bay CO2 storage (Hynet),Europe
Gismarvik CO2 hub,917,Norway,"Horisont Energi, EON",Transport,2023,,2028,,Planned,,20 - 24,24,Transport,Dedicated storage,Gismarvik CO2 hub/Errai project,Europe
SK E&S Honeywell gas power plant,919,South Korea,"Honeywell, SK E&S ",Capture,2023,,,,Planned,,,,Power and heat,Unknown/unspecified,,Other Asia Pacific
Aker Carbon Capture mineral production (unknown facilities),920,United States,"Aker Carbon Capture, unknown company",Capture,2023,,,,Planned,,1.5,1.5,Cement,Unknown/unspecified,,North America
Oxy/ADNOC UAE DAC,921,United Arab Emirates,"Occidental, ADNOC",Capture,2023,,,,Planned,,1,1,DAC,Dedicated storage,,Middle East
Gulf Coast Hydrogen Hub HyVelocity (TX),923,United States,"GTI Energy, AES Corporation, Air Liquide, Chevron, Mitsubishi Power Americas, Chevron, Orsetd, Shell, Sempra Infrastructure ",Capture,2023,,,,Planned,,,,Hydrogen or ammonia,Dedicated storage,,North America
CEIC-CNPC CCUS-EOR demonstration (Ningxia) Phase 2,924,People's Republic of China,"CEIC, CNPC",Full chain,2023,2023,2025,,Under construction,2,0.5,0.5,Chemicals,EOR,,Other Asia Pacific
CEIC-CNPC CCUS-EOR demonstration (Ningxia) Phase 3,925,People's Republic of China,"CEIC, CNPC",Full chain,2023,2026,2027,,Planned,3,1.5,1.5,Chemicals,EOR,,Other Asia Pacific
CEIC-CNPC CCUS-EOR demonstration (Ningxia) Phase 3 (dedicated storage) ,926,People's Republic of China,"CEIC, CNPC",Full chain,2023,2026,2027,,Planned,3,0.5,0.5,Chemicals,Dedicated storage,,Other Asia Pacific
ADNOC CO2 storage hub (Phase 2 of fertiglobe pilot),928,United Arab Emirates,ADNOC,Storage,2023,,2030,,Planned,2,5,5,Storage,Dedicated storage,ADNOC CO2 storage hub,Middle East
Yulin Energy Chemical (Shaanxi),929,People's Republic of China,Yanchang Petroleum,Full chain,2022,,2030,,Planned,,1.6,1.6,Other fuel transformation,EOR,Yanchang oilfield,Other Asia Pacific
Yulin Coal Chemical CCUS (Shaanxi) Phase 2,930,People's Republic of China,Yanchang Petroleum,Full chain,2022,,2050,,Planned,2,2.6,2.6,Other fuel transformation,EOR,Yanchang oilfield,Other Asia Pacific
CPNC coal power Baijiantan Karamay (Xinjiang),931,People's Republic of China,CNPC,Full chain,2023,2023,2027,,Under construction,,2,2,Power and heat,EOR,CNPC China Northwest hub (Xinjiang),Other Asia Pacific
Mountaineer Gigasystem (WV) Phase 2,933,United States,"Fidelis new energy, State of West Virginia, MCDA, West Virginia University, West Virginia DNR,WVGES, Babcock & Wilcox, Topsoe, Battelle Carbon Services (Storage)",Capture,2023,,,,Planned,2,,,Hydrogen or ammonia,Dedicated storage,"CO2NNECTION Central Appalachian Basin hub/Appalachian basin storage MoU (OH, PA, WV)",North America
Mountaineer Gigasystem (WV) Phase 3,934,United States,"Fidelis new energy, State of West Virginia, MCDA, West Virginia University, West Virginia DNR,WVGES, Babcock & Wilcox, Topsoe, Battelle Carbon Services (Storage)",Capture,2023,,,,Planned,3,,,Hydrogen or ammonia,Dedicated storage,"CO2NNECTION Central Appalachian Basin hub/Appalachian basin storage MoU (OH, PA, WV)",North America
Mountaineer Gigasystem (WV) Phase 4,935,United States,"Fidelis new energy, State of West Virginia, MCDA, West Virginia University, West Virginia DNR,WVGES, Babcock & Wilcox, Topsoe, Battelle Carbon Services (Storage)",Capture,2023,,,,Planned,4,,,Hydrogen or ammonia,Dedicated storage,"CO2NNECTION Central Appalachian Basin hub/Appalachian basin storage MoU (OH, PA, WV)",North America
Tohoku Region West Coast CCS - Kyushu Works Oita Area ,937,Japan,Nippon Steel,Capture,2023,,2030,,Planned,,,,Iron and steel,Dedicated storage,Tohoku Region West Coast CCS,Other Asia Pacific
Tohoku Region West Coast CCS - Kawasaki Plant of DC CO,938,Japan,Taiheiyo Cement Corporation,Capture,2023,,2030,,Planned,,,,Cement,Dedicated storage,Tohoku Region West Coast CCS,Other Asia Pacific
CO-Creator Pilot Startup program DACCS,939,Iceland,"COWI, Removr",Capture,2023,,,,Planned,,0.1,0.1,DAC,Dedicated storage,,Europe
Waste-to-energy Aker Carbon Capture (unknown facility),940,France,Aker Carbon Capture,Capture,2023,,,,Planned,,0.2,0.2,Power and heat,Unknown/unspecified,,Europe
Nordbex Aker feasibility study,946,Sweden,"Aker Carbon Capture, Nordbex AB",Capture,2023,,,,Planned,,0.2,0.2,Power and heat,Dedicated storage,,Europe
East Kalimantan CCUS hub,947,Indonesia,"Kaltim Parna Industry, ITB",Storage,2022,,2030,,Planned,,1,1,Storage,Dedicated storage,East Kalimantan CCUS hub,Other Asia Pacific
JSA Pertamina Chevron East Kalimantan,948,Indonesia,"Pertamina, Chevron",Storage,2023,,,,Planned,,,,Storage,Unknown/unspecified,,Other Asia Pacific
Bapco MOL CCUS value chain,949,Bahrain,"Bapco energies (storage), MOL (transport)",T&S,2023,,,,Planned,,,,T&S,Dedicated storage,,Middle East
CO2NEXT terminal phase 1,950,Germany-Netherlands,"Vopak, Gasunie",Transport,2023,2025,2028,,Planned,,5.4,5.4,Transport,Dedicated storage,Aramis CCS,Europe
CO2NEXT terminal phase 2,951,Germany-Netherlands,"Vopak, Gasunie",Transport,,,,,Planned,2,10.3,10.3,Transport,Dedicated storage,Aramis CCS,Europe
Deep Sky Alpha (AB),952,Canada,"Deep Sky, Airhive, Avnos, Phlair, Greenlyte, Mission Zero, Skyrenu, Skytree, Neg8 Carbon",Capture,2023,2024,2025,,Under construction,,0.003,0.003,DAC,Dedicated Storage,Meadowbrook Storage Hub (ALB),North America
Commonwealth LNG CCS (LA),956,United States,"Commonwealth LNG, OnStream CO2 LLC (JV between Carbonvert Inc, Castex Carbon Solutions LLC) (own, design, operate capture)",Capture,2023,2025,2027,,Planned,,,,Natural gas processing/LNG,Dedicated storage,Cameron Parish CO2 Hub (LA),North America
Joint study CCS value chain Japan Malaysia phase 1 (M3 CCS Project/Eastern CCS Hub project),957,Japan-Malaysia,"Japan Petroleum Exploration Co., Ltd. (JAPEX), JGC Holdings Corporation (JGC HD), Kawasaki Kisen Kaisha, Ltd. ( K  LINE), Petronas CCS Ventures",T&S,2022,2025,2028,,Planned,1,2,2,T&S,Dedicated storage,M3 CCS Project/Eastern CCS Hub project,Other Asia Pacific
Joint study CCS value chain Japan Malaysia phase 2 (M3 CCS Project/Eastern CCS Hub project),958,Japan-Malaysia,"Japan Petroleum Exploration Co., Ltd. (JAPEX), JGC Holdings Corporation (JGC HD), Kawasaki Kisen Kaisha, Ltd. ( K  LINE), Petronas CCS Ventures, DNV",T&S,2022,,2030,,Planned,2,8,8,T&S,Dedicated storage,M3 CCS Project/Eastern CCS Hub project,Other Asia Pacific
William Echo Springs CarbonSAFE (WY),959,United States,"University of Wyoming, Williams",Storage,2023,,,,Planned,,,1.667,Storage,Dedicated storage,William Echo Springs CarbonSAFE (WY),North America
